FECHA_CORTE,CAMA,HABI,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,E_MAIL,PAGINA_WEB,CLASE,CATEGORIA,NRO_CERTIFICADO,FECHA_EXPEDICION,REP_LEGAL,TELEFONO,DIRECCION_COMPLETA,ALTA_CALIDAD,ESTRELLAS
20260501,296.0,150.0,20505670443,NESSUS HOTELES PERU S.A.,CASA ANDINA SELECT TACNA,230101,TACNA,TACNA,TACNA,cas-tacna@casa-andina.com,www.casa-andina.com,Hotel,2 Estrellas,021-2016-Dta,2016-10-19 05:00:00,Jesus Reynaldo Chamorro Zanabria,52580340,Calle BILLINGHURST. 170 CI.,0,2
20260501,29.0,15.0,10409413701,"QUISPE AMANQUI, GRICELDA",GRISMAN,211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,jovemu_1964@hotmail.com,,Hostal,2 Estrellas,007-2021,2021-03-11 05:00:00,Oswaldo Eloy Muñoz Jove,951517571,JR. MELGAR 305,0,2
20260501,90.0,45.0,20267973149,INVERSIONES KOALA S.R.L.,KAMANA HOTEL,150101,LIMA,LIMA,LIMA,reservas@hotelkamana.com,www.hotelkamana.com,Hotel,2 Estrellas,109-001-Mincetur-Mod,2011-03-21 05:00:00,Carlos Javier Maeshiro Shikina,NO REGISTRADO,JR. CAMANA 547,0,2
20260501,31.0,18.0,10011626845,"ALBERCA HUAMAN, TEODORO",VICTOR MANUEL,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,hostalvictormanuel@hotmail.com,,Hostal,2 Estrellas,083.22.09.01,2016-05-30 05:00:00,Teodoro Alberca Huaman,42529945/942020689,JR. RAMON CASTILLA 266,0,2
20260501,44.0,38.0,20513437600,SERVICIOS E INVERSIONES CRISOL SOCIEDAD ANONIMA CERRADA,ALLPA HOTEL & SUITES,150122,LIMA,LIMA,MIRAFLORES,reservas@allpahotel.com,www.allpahotel.com,Hotel,2 Estrellas,114-001-Mincetur-Cla,2025-12-30 05:00:00,Ho Ming Leon Chan,NO REGISTRADO,Calle ATAHUALPA 199,0,2
20260501,24.0,20.0,20524386241,DESTILERIA LA CARAVEDO S.R.L,HACIENDA LA CARAVEDO,110108,ICA,ICA,SALAS,samantha@lacaravedo.com,www.piscoporton.pe,Hotel,2 Estrellas,2012-2020,2025-12-30 05:00:00,Daniel Alonso Byrne Labarthe,56641090/946216801,VIA FUNDO LA CARAVEDO S/N (ALTURA PANAMERICANA SUR KM 291),0,2
20260501,74.0,51.0,20452245974,EMPRESA TURISTICA VILLA SOL E.I.R.L.,VILLA DE VALVERDE,110101,ICA,ICA,ICA,reservas@villadevalverdehotel.com.pe,villadevalverdehotel.com.pe,Hotel,2 Estrellas,020-13/Dt,2013-04-26 05:00:00,María Luz Hernández Meza,NO REGISTRADO,AV. LA ANGOSTURA a-44-b RESIDENCIAL LA ANGOSTURA,0,2
20260501,17.0,15.0,20608609351,JUSAT SELVA S.A.C.,HOTAL ATENCIO,220910,SAN MARTÍN,SAN MARTÍN,MORALES,jvorella2519@gmail.com,,Hostal,2 Estrellas,008-2022,2022-02-09 05:00:00,Jhaneth Vasquez Orellana,42607593/962205887,JR. PERU 363,0,2
20260501,70.0,20.0,10292891470,"HUAYTA COARE, MARIA PRESENTACION",EL DESCANSO INN,40112,AREQUIPA,AREQUIPA,PAUCARPATA,maria1957huayta@gmail.com,,Hotel,2 Estrellas,10292891470,2011-10-12 05:00:00,Maria Presentacion Huayta Coare,54521355/959171735,AV. GUARDIA CIVIL G 1,0,2
20260501,20.0,12.0,10004125270,"IBARRA VDA DE CHAVEZ, ANA MARIA",VIRREY,230101,TACNA,TACNA,TACNA,,,Hostal,2 Estrellas,108,2013-04-25 05:00:00,Ana Maria Ibarra Vda De Chavez,52423061,Calle AYACUCHO 88 CI.,0,2
20260501,30.0,23.0,20602820191,LA CASCADA A.Q.P. E.I.R.L.,LA CASCADA,40110,AREQUIPA,AREQUIPA,MIRAFLORES,,,Hostal,2 Estrellas,Certificado Nro. 006-2024-GRA/GRCET/SGT.,2024-04-17 05:00:00,De Mita Maria Encarnacion Ojeda Ojeda ,54205142/989666869,Calle ESPINAR 126,0,2
20260501,36.0,18.0,10447635238,"MEDINA MANRIQUE, ADRIANA ALEJANDRA",LA ESTANCIA,40101,AREQUIPA,AREQUIPA,AREQUIPA,alejandra.medina@gmail.com,,Hostal,2 Estrellas,Certificado 007-2024-GRA/GRCET/SGT,2024-04-18 05:00:00,Adriana Alejandra Medina Manrique,54232893/947785831,AV. LOS INCAS MZ B LOTE 15,0,2
20260501,46.0,23.0,10458907094,"SANCHEZ FERNANDEZ, WILLY DENIS",DENNIS,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,aliciafernandezvasquez56@gmail.com,,Hotel,2 Estrellas,619-2016,2016-12-06 05:00:00,Willy Denis Sanchez Fernandez,970893226,Calle HORACIO PATIÑO 353,0,2
20260501,35.0,25.0,20600127994,PRESTADORA DE SERVICIOS TURISTICOS SELVA REAL SOCIEDAD ANONIMA CERRADA                              ,SELVA REAL HOTEL,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,selvareal_moyohotel@hotmail.com,www.hotelselvareal.com,Hotel,2 Estrellas,003-2015,2015-07-13 05:00:00,Aleyda Vilca Lucana,984084472,JR. REYES GUERRA 533 C-5,0,2
20260501,49.0,46.0,10420393887,"RODRIGUEZ OCAMPO, RAQUEL",PARADISE,150116,LIMA,LIMA,LINCE,,,Hotel,2 Estrellas,14-2023-MML-GDE-ST,2014-10-23 05:00:00,Raquel Rodriguez Ocampo,NO REGISTRADO,Calle EMILIO ALTHAUS 421 -,0,2
20260501,29.0,18.0,10452406158,"Rodriguez Lira, Gianina",CAMPIÑA DORADA,40101,AREQUIPA,AREQUIPA,AREQUIPA,gianinarodri23@gmail.com,,Hostal,2 Estrellas,Certificado 054-2023-GRA/GRCET/SGT,2023-11-14 05:00:00,Gianina Rodriguez Lira,958327853,AV. VIDAURRAZAGA A 16 B URBANIZACIÓN CAMPIÑA DORADA,0,2
20260501,32.0,27.0,20450199771,CORPORACION TURISTICA LAS ORQUIDEAS S.A.C                                                           ,HOTEL ROCIO,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,hotelrociomoyobamba@hotmail.com,,Hotel,2 Estrellas,005-2014,2014-05-26 05:00:00,Santiago Alvarado Perez,42352696/929888293,AV. GRAU 599,0,2
20260501,32.0,26.0,20600161611,HOSTAL POLLERIA MARCO ANTONIO E.I.R.L.,MARCO´S,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,,,Hostal,2 Estrellas,497-2015,2015-03-31 05:00:00,Marco Antonio Manosalva Cubas,NO REGISTRADO,JR. JUNIN 147,0,2
20260501,153.0,100.0,20472915933,CORPORACION IBEROAMERICANA DE TURISMO S.A.C.,GRAN HOTEL BOLIVAR,150101,LIMA,LIMA,LIMA,reservas@granhotelbolivarperu.com,www.granhotelbolivarperu.com,Hotel,2 Estrellas,D9-2022-MML-GDE-ST,2010-10-11 05:00:00,Cesar Antonio Martinez Cuba,6197777,JR. DE LA UNION 958,0,2
20260501,46.0,38.0,10445743521,"HUAMAN PAUCAR, LUIS JAVIER",ARIES,150201,LIMA,BARRANCA,BARRANCA,luis_198724@hotmail.com,,Hostal,2 Estrellas,146-2020,2020-12-15 05:00:00,Luis Javier Huaman Paucar,2705899/986935857,AV. MIRAMAR,0,2
20260501,22.0,18.0,10160053688,"ESCOBAR MATSUSAKA, ALFREDO",CALLE 5,150601,LIMA,HUARAL,HUARAL,hcalle5huaral@gmail.com,,Hostal,2 Estrellas,092-2021,2021-10-26 05:00:00,Alfredo Escobar Matsusaka,7518914/998727097,Calle ALEJANDRO DELGADO,0,2
20260501,6.0,6.0,20605114742,INVERSIONES Y MULTISERVICIOS ESTRELLA E.I.R.L.,SUIT HOSTAL COLONIAL,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,,,Hostal,2 Estrellas,CERTIFICADO Nº 604-2023,2023-07-14 05:00:00,Edilberto  Prado Perez,969801668,JR. COLONIAL 122 BA. MOLLEPAMPA,0,2
20260501,12.0,11.0,10274208240,"OBLITAS GONZALES, GUILLERMO",HOSTAL EL RONDERO,60401,CAJAMARCA,CHOTA,CHOTA,,,Hostal,2 Estrellas,458-2020,2021-02-10 05:00:00,Guillermo Oblitas Gonzales,910165825,AV. TODOS LOS SANTOS 211,0,2
20260501,48.0,33.0,10406728591,"BALDEON VELASQUEZ, SOLEDAD",SOL DE ORO,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,,,Hotel,2 Estrellas,009-2017,2017-07-12 05:00:00,Soledad Baldeon Velasquez,62505045/965863280,JR. RAYMONDI 719 CI. TINGO MARIA,0,2
20260501,40.0,20.0,10195710193,"CARRANZA LAVADO, WILIANS",EL GRAN CURAKA,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,elgrancuraka@hotmail.com,,Hotel,2 Estrellas,765-2018,2018-08-10 05:00:00,Wilians Carranza Lavado,NO REGISTRADO,JR. FCO. BOLOGNESI 1111,0,2
20260501,27.0,22.0,10104571749,"MARTINEZ GOMEZ, FELIX EDUARDO",LAS TERRAZAS,150801,LIMA,HUAURA,HUACHO,,,Hostal,2 Estrellas,012-02-2020,2020-02-26 05:00:00,Hilda Soledad Collantes Temoche,12322271,AV. 28 DE JULIO 818,0,2
20260501,22.0,14.0,10157624828,"FRITAS ZUÑIGA, ELIAZAR FORTUNATO",CELESTE,150906,LIMA,OYÓN,PACHANGARA,,,Hostal,2 Estrellas,134-2020,2020-11-25 05:00:00,Eliazar Fortunato Fritas Zuñiga,945925460,AV. MIGUEL GRAU 178,0,2
20260501,17.0,17.0,10276640840,"LOPEZ VELASQUEZ, RUBEN",HOSTAL RIO BLANCO,60801,CAJAMARCA,JAÉN,JAÉN,,,Hostal,2 Estrellas,019-2016,2016-11-25 05:00:00,Ruben Lopez Velasquez,945864442,Calle MARISCAL CASTILLA 1751,0,2
20260501,35.0,21.0,20448857191,Residencial Intersur E.I.R. Ltda,RESIDENCIAL INTERSUR E.I.R. LTDA,211101,PUNO,SAN ROMÁN,JULIACA,,,Hotel,2 Estrellas,15-2017,2017-12-21 05:00:00,Josefa Mamani Vilcapaza,51329822,AV. CIRCUNVALACION ESTE 836,0,2
20260501,88.0,37.0,10438911699,"CALLUPE HUAYTARA, ALCIDES",YOLANDA,230101,TACNA,TACNA,TACNA,elias_40_32@hotmail.com,,Hostal,2 Estrellas,058-2019-Dt,2019-07-01 05:00:00,Alcides Callupe Huaytara,52283606,"AV. JORGE BASADRE GROHMANN OESTE - MZ. A, LTE. 10 448",0,2
20260501,46.0,23.0,10406710985,"JULCA PALACIOS, DE SILVA BRIGIDA",MONTHAÑAS HOTEL,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,monthanashotel@gmail.com,,Hotel,2 Estrellas,551-2022,2022-07-26 05:00:00,Brigida Julca Palacios De Silva,976885856,JR. GUILLERMO URRELO 891 CI. CAJAMARCA,0,2
20260501,66.0,33.0,20102179201,SERVICIOS TURISTICOS LA MOLINA EIRL,ASTURIAS INN,150103,LIMA,LIMA,ATE,,,Hotel,2 Estrellas,D27-2023-MML-GDE-ST,2012-12-20 05:00:00,Cesar Augusto Reymundo Lozano,3483730,AV. ASTURIAS 427,0,2
20260501,51.0,24.0,20447674905,HOSTAL AMERICA INN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA                                   ,AMERICA INN,210101,PUNO,PUNO,PUNO,,,Hotel,2 Estrellas,030-2023,2023-12-26 05:00:00,Wilbert Emilio Bueno Macedo,978185742,JR. EL PUERTO 320 CC. CERCADO,0,2
20260501,41.0,21.0,20534385472,ALFARO RAFAEL S.A.C.,FUNDO SAN RAFAEL,110305,ICA,NASCA,VISTA ALEGRE,fundosanrafael.hotel@gmail.com,www.fundosanrafael.com,Hotel,2 Estrellas,012-2014/DZN,2025-12-30 05:00:00,Maria Elena Rafael Longa,966951066,CAR. PANAMERICANA SUR S/N,0,2
20260501,45.0,30.0,20310547612,HOSTAL VILLA CARINO E.I.R.L.,VILLA CARIÑO,110101,ICA,ICA,ICA,hvillacarino@hotmail.com,hotelvillacarino.com.pe,Hotel,2 Estrellas,074-2013,2013-12-27 06:00:00,Alejandro Maximo Velarde Junes,56211118/956991334,VIA URB. DIVINO MAESTRO B-40,0,2
20260501,36.0,20.0,20604440166,Servicios Turisticos Loma Verde S.A.C.,HOTEL BOUTIQUE PAPAGAYO,220910,SAN MARTÍN,SAN MARTÍN,MORALES,hotelpapagayo.tarapoto@gmail.com,www.hotelboutiquepapagayo.com,Hotel,2 Estrellas,156-2021,2021-12-02 05:00:00,Carlos Alberto Rivera Follegatti,956902929/989161866,JR. JOSE GALVEZ 840,0,2
20260501,19.0,10.0,10164289945,"DIAZ MONTEZA, GUILLERMO",COSTA VERDE,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,nando090272@hotmail.com,,Hostal,2 Estrellas,575-2016,2016-04-05 05:00:00,Guillermo Diaz Monteza,943315254,AV. NICOLÁS DE PIEROLA 150,0,2
20260501,24.0,24.0,20529535377,PASKARY HOTEL E.I.R.L.,PASKARY,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,recepcion@paskaryhotel.com,www.paskaryhotel.com,Hotel,2 Estrellas,460-2020,2020-06-16 05:00:00,Elmer Ruiz  Vasquez,NO REGISTRADO,AV. VIA DE EVITAMIENTO 2022,0,2
20260501,21.0,11.0,10418763979,"RAMIREZ JORDAN, RICARDO RODRIGO",ARENAS INN,110501,ICA,PISCO,PISCO,,,Hostal,2 Estrellas,030-13/DZP,2016-05-19 05:00:00,Ricardo Rodrigo Ramirez Jordan,56532754,Calle DEMETRIO MIRANDA 605,0,2
20260501,10.0,10.0,10274280862,"MEJIA RUIZ, LIZARDO",HOSTAL SOL DEL VALLE,60401,CAJAMARCA,CHOTA,CHOTA,,,Hostal,2 Estrellas,454-2020,2020-03-05 05:00:00,Lizardo Mejia Ruiz,996163574,CAR. A CABRACANCHA,0,2
20260501,25.0,25.0,20602128769,CORPORACION SAN REMO S.A.C.,HOTEL LOS ROSALES,60801,CAJAMARCA,JAÉN,JAÉN,,,Hotel,2 Estrellas,418-2019,2019-11-18 05:00:00,Victor Andres  Delgado Tapia,942892370,Calle LOS ROSALES 109,0,2
20260501,8.0,8.0,10278231858,"NUÐEZ QUEVEDO, MARIA BERNARDINA",HOSTAL HUANCAS,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,,,Hostal,2 Estrellas,402-2019,2019-08-15 05:00:00,Maria Bernardina Nuñez Quevedo,976980922,JR. SANTIAGO 374,0,2
20260501,30.0,20.0,20605647414,HOSTAL PIEDRA SANTA E.I.R.L.,HOTEL PIEDRA SANTA,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,hotelpiedrasanta1@gmail.com,,Hotel,2 Estrellas,012-2021,2021-06-28 05:00:00,Vania Milagros Mamani Agüero,952977730/969571778,Calle ALFONSO UGARTE MZ B LT 1 -,0,2
20260501,87.0,51.0,20406464181,HHP HOTELES HACIENDA DEL PERU S.R.L.,LA HACIENDA PUNO PLAZA DE ARMAS,210101,PUNO,PUNO,PUNO,reservas@lahaciendapuno.com,www.hhp.com.pe,Hotel,2 Estrellas,045-2021,2021-10-15 05:00:00,Hilda Ada Nohemi Aramayo Cordero,51356109,JR. DEUSTUA 297,0,2
20260501,16.0,16.0,10276700281,"RUIZ VDA.DE GUERRERO, JACINTA IRENE",GUERRERO,60801,CAJAMARCA,JAÉN,JAÉN,,,Hostal,2 Estrellas,026-2012,2013-01-16 05:00:00,Jacinta Irene Ruiz Vda.De Guerrero,976501090,JR. PARDO MIGUEL 424,0,2
20260501,12.0,8.0,10753608007,"BARRERA ALARCON, ILEANA ANTHAMY",WILLS,150201,LIMA,BARRANCA,BARRANCA,willy-720bp@hotmail.com,,Hostal,2 Estrellas,001-12/2017,2017-12-13 05:00:00,Wilfredo Reynaldo Barrera Perez,2355143/999235007,JR. VILELA 132,0,2
20260501,36.0,30.0,10156940408,"COLLAZOS VERDE, ELIO GILMER",CENTRAL HOTEL,150810,LIMA,HUAURA,SANTA MARÍA,eliocollazos@hotmail.com,,Hotel,2 Estrellas,117-2021,2021-12-07 05:00:00,Elio Gilmer Collazos Verde,2393257,CAR. PANAMERICANA NORTE 1336,0,2
20260501,8.0,6.0,10724436418,"INCHAUSTEGUI BRITTO, MARIA BELEN",EL QUILLA,150126,LIMA,LIMA,PUNTA HERMOSA,mariabeleninchausteguib@gmail.com,https://elquilla.negocio.site/,Hostal,2 Estrellas,2-2023-MML-GDE-ST,2023-03-02 05:00:00,Maria Belen Inchaustegui Britto,986416163/960162258/17777954,Calle CORONEL FRANCISCO BOLOGNESI MZ. T LT. 2 502 BR. PUNTA HERMOSA - ZONA CENTRAL,0,2
20260501,22.0,20.0,20606561611,La Suite De Angelique,LA SUITE DE ANGELIQUE,150801,LIMA,HUAURA,HUACHO,lasuitedeangelique1@gmail.com,https://www.hotelsuitedeangeliquehuacho.com/,Hotel,2 Estrellas,067-2022,2022-04-20 05:00:00,Marco Antonio Milla Rojas,949074732,AV. LIBERTAD 297,0,2
20260501,33.0,20.0,20608956736,Inversiones Hoteleras Barranca E.I.R.L. ,LAS TERRAZAS DE CARAL,150201,LIMA,BARRANCA,BARRANCA,lasterrazasdecaral@gmail.com,,Hotel,2 Estrellas,21,2021-06-07 05:00:00,Erickson Pedro Leandro Loyola,999422811,AV. LA COSTANERA 667,0,2
20260501,37.0,20.0,20532892580,EMPRESA TURISTICA Y HOTELERA 24 HORAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PACIFIC SUITES,230101,TACNA,TACNA,TACNA,info@pacificsuiteshotel.com,,Hotel,2 Estrellas,65,2020-05-21 05:00:00,Ana Lourdes Anco Rejas,952522248/52246208,AV. VICENTE DAGNIÑO 262 CI.,0,2
20260501,51.0,37.0,10004282464,"Mamani De Churqui, Clotilde",TAURUS,230101,TACNA,TACNA,TACNA,nueva_vis2004@hotmail.com,,Hotel,2 Estrellas,107,2013-06-05 05:00:00,Clotilde Mamani De Churqui,52245123,Calle JOSE OLAYA 386,0,2
20260501,79.0,42.0,20321945083,QELQATANI HOTEL E.I.R.LTDA.,QELQATANI,210101,PUNO,PUNO,PUNO,hotel@qelqatani.com,www.qelqatani.com,Hotel,2 Estrellas,93-2019,2019-11-19 05:00:00,Janeth Carbajal De Pineda Arce,51366172,JR. TARAPACA 355,0,2
20260501,20.0,20.0,10710571771,"VEGA TERRONES, ALIDA YAKELIN",THE LIRIOS HOTEL,60801,CAJAMARCA,JAÉN,JAÉN,,https://www.facebook.com/thelirioshotel/?ref=py_c,Hotel,2 Estrellas,396-2019,2019-05-27 05:00:00,Alida Yakelin Vega Terrones,945653624,Calle LIBERTAD 121,0,2
20260501,14.0,12.0,10013333811,Loza Zea Jose Vicente,NESTHER,210101,PUNO,PUNO,PUNO,vicente65-65@hotmail.com,,Hostal,2 Estrellas,007-2022,2022-06-21 05:00:00,Jose Vicente Loza Zea,987745324,JR. DEUSTUA 268,0,2
20260501,85.0,39.0,20477936530,Investur Peru S.A.C ,PARIWANA HOSTELS CUSCO,80101,CUSCO,CUSCO,CUSCO,aquintana@pariwanahostel.com,www.pariwana_hostel.com,Albergue,2 Estrellas,10409,2023-12-05 05:00:00,Aaron Andree Quintana Arredondo,NO REGISTRADO,Calle QERA 270 CI. CENTRO HISTORICO,0,2
20260501,42.0,24.0,20534422858,BODEGA EL HUARANGO S.A.C.,HOTEL RESTAURANTE BODEGA EL HUARANGO,110101,ICA,ICA,ICA,bodegaelhuarango@outlook.es,,Hotel,2 Estrellas,195-2020/DT,2020-08-12 05:00:00,Jose Antonio Carrion Torres,56236372/942753903,"PRLG CASTROVIRREYNA Nº1301,SECTOR LOS PATOS CI.",0,2
20260501,20.0,10.0,10057862781,"NINA CRUZ, MAURO",RESERVA COMUNGO LODGE ,160403,LORETO,MARISCAL RAMÓN CASTILLA,YAVARI,,,Albergue,2 Estrellas,174-2023-GRL-GERCETUR-SGRT,2023-11-27 05:00:00,Mauro Nina Cruz,945028739,VIA COMUNIDAD GAMBOA S/N CN.,0,2
20260501,12.0,8.0,20609874695,SOL DE OCUCAJE S.A.C.,SOL DE OCUCAJE ECO ,110104,ICA,ICA,OCUCAJE,,,Hostal,2 Estrellas,254-2023-DIRCETUR,2023-06-09 05:00:00,Mariela Flor Becerra Uribe,955418854,Calle PANAMERICANA SUR KM.333.3 CI.,0,2
20260501,38.0,23.0,20604714941,EXPLORER  DELUXE HOTEL S.R.L.,EXPLORER DELUXE HOTEL,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,reservas@explorerdeluxehotelperu.com,www.explorerdeluxehotelperu.com,Hotel,2 Estrellas,Set-19,2019-07-23 05:00:00,Jose Mercedes Llaja Soplin,956258393,JR. AYACUCHO 734 CI. CHACHAPOYAS,0,2
20260501,29.0,17.0,10013117808,"CALSIN AQUINO, FRANCISCO",EL MIRADOR,211101,PUNO,SAN ROMÁN,JULIACA,hostalmirador_1@hotmail.com,,Hostal,2 Estrellas,Feb-15,2015-03-03 05:00:00,Francisco Calsin Aquino,51325333/951715664,JR. SANDIA 578,0,2
20260501,50.0,38.0,10469334096,"TRINIDAD CARBAJAL, NOELIA YURICO",YURICO,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,,,Hotel,2 Estrellas,017-2018,2018-11-09 05:00:00,Noelia Yurico Trinidad Carbajal,988032804,JR. CALLAO 242,0,2
20260501,32.0,20.0,20144154241,ASOCIACION MUTUALISTA DE TECNICOS Y SUBOFICIALES DE LA FUERZA AEREA DEL PERU,HOTEL COPOAZU ,160101,LORETO,MAYNAS,IQUITOS,asistenconta1@yahoo.com,,Hotel,2 Estrellas,172-2023-GRL-GERCETUR,2023-11-03 05:00:00,Yurico Pamela Luciani Escobedo,14770061/994798733/957665960,JR. PROSPERO 644 CI. CENTRO DE LA CUIDAD DE IQUITOS,0,2
20260501,14.0,12.0,20602293425,INVERSIONES C & W S.A.C.,OASIS,180301,MOQUEGUA,ILO,ILO,carlosrezav@gmail.com.,,Hostal,2 Estrellas,016-2023,2023-12-21 05:00:00,Carlos Reza Villavicencio,53634025,BL. AMAUTA lt 4 AS. AMAUTA PAMPA INALAMBRICA,0,2
20260501,37.0,27.0,10424140312,"Lozada Chavez, Evelyn",HOTEL MARCOANTONIO ,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,reservas@hotelmarcoantonio.com.pe,w.w.w.hotelmarcoantonio.com.pe ,Hotel,2 Estrellas,002-2021,2021-05-14 05:00:00,Evelyn Lozada Chavez,979724553,JR. PEDRO CANGA 488,0,2
20260501,12.0,6.0,10450226560,PAREDES PAREDES JAIME,LA NOCHE,150117,LIMA,LIMA,LOS OLIVOS,ceciliart29@hotmail.com,,Hostal,2 Estrellas,D11-2024-MML-GDE-ST,2020-10-27 05:00:00,Jaime Paredes Paredes,15235622,Calle 4 MZ. D LT. 8 COO. DE VIVIENDA MAGDALENA,0,2
20260501,44.0,44.0,20480381581,GRAN HOTEL ZERCAD S.A.C.,LUNA DEL VALLE,60801,CAJAMARCA,JAÉN,JAÉN,,https://www.lunadelvallehotel.com/,Hotel,2 Estrellas,324-2018,2018-06-13 05:00:00,Jhon Moran Huaman,76432441,Calle EL BOSQUE 120,0,2
20260501,31.0,27.0,20609195623,Samari Wasi S.R.L.,SAMARI,110101,ICA,ICA,ICA,hsamari.srl@hotmail.com,,Hostal,2 Estrellas,040-2014,2025-12-30 05:00:00,Santos De La Cruz Cueva,56626204/931523395,VIA URB. DIVINO MAESTRO B: 31-32,0,2
20260501,27.0,27.0,10266895041,"CASTREJON HUARIPATA, JOSE FAUSTO",HOTEL POSADA DEL REY,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,,,Hotel,2 Estrellas,343-2018,2018-07-16 05:00:00,Jose Fausto Castrejon Huaripata,926987201,AV. AURELIO PASTOR CUEVA - MZ.C -LT-5-6-AJOSCANCHA,0,2
20260501,15.0,15.0,20601547920,CONSORCIO K-M  TOURS S.A.C.                                                                         ,EL CUMBE INN,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,,,Hostal,2 Estrellas,077-2015,2015-01-21 05:00:00,María Isabel Portal Alvarado ,76366858,PJ. ATAHUALPA 345,0,2
20260501,14.0,14.0,10180126690,"Asmat Guevara, Maria Alejandrina",TRUMARKA,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,,https://posadapuruay.com.pe/,Hostal,2 Estrellas,331-2018,2018-05-08 05:00:00,Maria Alejandrina Asmat Guevara,938672691,AV. MARTIRES DE UCHURACAY 1080,0,2
20260501,32.0,15.0,20603222530,DMLS INVERSIONES S.A.C.,HOSTAL LA VILLA,110508,ICA,PISCO,TUPAC AMARU INCA,luisfajardo1305@gmail.com,,Hostal,2 Estrellas,218-2021/DT,2021-02-17 05:00:00,Luis Roberto Fajardo Peña,996999841,AV. AV. MAYTA CAPAC LOTE 4A CI. AV. MAYTA CAPAC,0,2
20260501,41.0,25.0,20601730066,DIBORTEL SOCIEDAD ANONIMA CERRADA-  DIBORTEL S.A.C.,MUNAYKI,230101,TACNA,TACNA,TACNA,gerenciamunayki@gmail.com,,Hotel,2 Estrellas,028-2017-Dta,2017-03-14 05:00:00,Fausto Telmo Llerena Urrutia,969500081,AV. BOLOGNESI 222 CI. CERCADO,0,2
20260501,52.0,30.0,20611381329,OPERADOR DE HOTELES AMPARO E.I.R.L.,AMPARO,20101,ÁNCASH,HUARAZ,HUARAZ,hotelamparo2023@gmail.com,,Hotel,2 Estrellas,225-2024-Dircetur-A,2024-04-03 05:00:00,Sixto Justo Rodriguez Herrera,973073028,JR. HUALCAN 284,0,2
20260501,34.0,25.0,20607855049,CALOR Y DUNAS PERU E.I.R.L,LA COLINA,110108,ICA,ICA,SALAS,lacolina_ica@gmail.com,www.lacolina_hotel.com,Hotel,2 Estrellas,265-2023,2023-12-27 06:00:00,Gisela Pierina Martinez Merlo,985314800,AV. FRAY RAMÓN ROJAS N° S/N CIERRO PRIETO-SALAS GUADALUPE,0,2
20260501,89.0,60.0,20567140068,INVERSIONES TURISTICAS HOTEL LAS PALMERAS S.A.C. - HOTEL LAS PALMERAS S.A.C.,QALLWA HOTEL,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,recepcionpucallpa@qallwahotels.com,www.qallwahotels.com,Hotel,2 Estrellas,Nov-17,2017-10-04 05:00:00,Frecia Del Pilar Mejia Velarde,61285569/987207859/987240034,JR. LUIS SCAVINO SILVA 133 CI. CIUDAD PUCALLPA,0,2
20260501,25.0,22.0,10010711954,"INDIVISA INDIVISA , REATEGUI DE BELDA TERESA",HOTEL SAN ANTONIO,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,hsatarapoto@gmail.com,www.hotelsanantonio.com.pe,Hotel,2 Estrellas,140-22.09.01,2020-10-26 05:00:00,Renzo Luciano Belda Jauregui,42522226/42525563/965966200,JR. JIMENEZ PIMENTEL 126,0,2
20260501,14.0,8.0,20601236151,CCARPA E.I.R.L.                                                                                     ,COLOBRI HOSTAL CASA CAMPESTRE,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,hostalcolibritpp@gmail.com,,Hostal,2 Estrellas,129-22.09.01,2019-11-26 05:00:00,Carlos Hitler Cardenas Paredes,42529951,JR. CUZCO 349 A BA. BARRIO HUAYCO,0,2
